Array Design Name	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Comment[AdditionalFile:CDF]	HG-U133B.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-34
Comment[SubmittedName]	Affymetrix GeneChip Human Genome HG-U133B [HG-U133B]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	http://mged.sourceforge.net/ontologies/MGEDOntology.daml#in_situ_oligo_features
Technology Type Term Source REF	mo:1.1.3
Surface Type	glass
Term Source Name	mo:1.1.3	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Protein	http://www.gpcr.org/	http://www.ebi.ac.uk/interpro	http://www.genome.ad.jp/kegg/	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www3.ncbi.nlm.nih.gov/omim	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version	1.1.3																	
Comment[AdditionalFile:txt]	A-AFFY-34_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[blocks]	Composite Element Database Entry[entrez_protein]	Composite Element Database Entry[scop]	Composite Element Database Entry[refseq]	Composite Element Database Entry[pfam]	Composite Element Database Entry[omim]	Composite Element Database Entry[unigene]	Composite Element Database Entry[locus]	Composite Element Database Entry[interpro]	Composite Element Database Entry[swall]	Composite Element Database Entry[kegg]	Composite Element Database Entry[ec]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]	Composite Element Database Entry[gpcrdb]
235567_at	AA034012	235567_at								Hs.37648								
235568_at	BF433657	235568_at								Hs.178703								
235569_at	AI521163	235569_at			20342431		NM_152560			Hs.126451	155382		Q8N2Y2					
235570_at	AW298235	235570_at								Hs.101689								
235571_at	AW300953	235571_at								Hs.195641			Q9UI50					
235572_at	AI469788	235572_at								Hs.381225			Q8NBT2					
235573_at	AL536101	235573_at								Hs.201615								
235574_at	AW392952	U44731_s_at		IPB003191	21755557	d1f5na2	NM_052941	GBP_C		Hs.240849	115361	IPR003191	Q96PP9					
235575_at	AA682539	235575_at								Hs.166271								
235576_at	AW474542	235576_at								Hs.153065								
235577_at	AL036451	235577_at								Hs.26370								
235578_at	BF247374	235578_at								Hs.137418								
235579_at	AA679858	235579_at								Hs.179945								
235580_at	AW272167	235580_at																
235581_at	AA478537	235581_at								Hs.194563								
235582_at	BG388715	235582_at	ENSG00000162561							Hs.231444			Q96ID7					
235583_at	AI821661	235583_at								Hs.98484								
235584_at	BG390590	235584_at								Hs.58648								
235585_at	AA026857	235585_at								Hs.61406								
235586_at	W42591	235586_at								Hs.119357								
235587_at	BG400596	235587_at								Hs.193172			Q9UI50					
235588_at	AA740849	235588_at								Hs.99480								
235589_s_at	AW379042	aa547173_at	ENSG00000058676	IPB003160	6678846	d1ycqa_	NM_002393	MDM2	602704	Hs.101874	4194	IPR001876	O15151					
235590_at	BF112155	235590_at			8922481		NM_144592			Hs.93581	55719		Q9NPE8					
235591_at	R62424	M97656_s_at		IPB000276	6678037	d1hzxa_	NM_001049	7tm_1	182451	Hs.248160	6751		AAH35618					GPCR:SSR1_HUMAN
235592_at	AW960145	235592_at								Hs.100636								
235593_at	AL546529	235593_at								Hs.283930			Q9P0F4					
235594_at	AL542578	235594_at								Hs.105656								
235595_at	AW299534	235595_at								Hs.105739								
235596_at	BE562520	235596_at								Hs.125720								
235597_s_at	AU157274	235597_s_at								Hs.112062								
235598_at	AI765747	235598_at								Hs.110741								
235599_at	AW105723	235599_at								Hs.125346								
235600_at	N63890	235600_at								Hs.116631								
235601_at	AA907029	235601_at								Hs.122031								
235602_at	AI422387	235602_at	ENSG00000175304		15150807		NM_033285		606185	Hs.75497	94241		Q969R9					
235603_at	N95466	235603_at								Hs.26425								
235604_x_at	AI758697	235604_x_at								Hs.256801			Q8N965					
235605_at	AI283046	235605_at								Hs.375591								
235606_at	AA417117	235606_at								Hs.89388								
235607_at	BF970044	235607_at								Hs.125208								
235608_at	AI863194	235608_at								Hs.48614								
235609_at	BF056791	235609_at								Hs.87507								
235610_at	AI590659	235610_at	ENSG00000137760		20270315		NM_138775	rrm		Hs.91559	91801	IPR000504	Q96BT7					
235611_at	AA026666	235611_at								Hs.49367								
235612_at	BE551047	235612_at								Hs.34644								
235613_at	BF476152	235613_at								Hs.164064								
235614_at	AI215667	235614_at			21740214		NM_153266			Hs.175044	256472		Q8N4L1					
235615_at	BF029960	rc_AI235344_at	ENSG00000164219	IPB001330	4826900	d1dceb_	NM_005023	prenyltrans	602031	Hs.766	5229	IPR001330	P53609					
235616_at	AI694059	235616_at								Hs.143789								
235617_x_at	AI378282	235617_x_at								Hs.410766								
235618_at	AA824285	235618_at	ENSG00000168813	IPB001529	7662480		NM_014910	zf-C2H2		Hs.144028	22847	IPR000822	Q8TCN5					
235619_at	AI681644	235619_at								Hs.131363								
235620_x_at	BG027926	235620_x_at								Hs.378673			Q96HL9					
235621_at	AA442882	235621_at								Hs.12397								
235622_at	AW451696	235622_at								Hs.201158								
235623_at	BF526230	95513_at	ENSG00000134759		8922735		NM_018255	WD40		Hs.8739	55250	IPR001680	Q96PI7					
235624_at	BF303940	235624_at								Hs.131833								
235625_at	AW963328	235625_at	ENSG00000110066	IPB001214	7019875		NM_017635	SET		Hs.343877	51111	IPR001214	Q9H022					
235626_at	AA835485	rc_AA925288_at		IPB000095	9966875	d1a06__	NM_153498	pkinase		Hs.279788	57118	IPR001245	BAC19846		2.7.1.38	CamKI		
235627_at	AW274294	235627_at								Hs.144092			Q9D6I3					
235628_x_at	BG025030	235628_x_at								Hs.406221			Q9UI48					
235629_at	AI333596	235629_at								Hs.270149			Q96IG1					
235630_at	AI307772	235630_at								Hs.16757								
235631_at	AA545764	235631_at								Hs.349303								
235632_at	AI638195	235632_at								Hs.22005								
235633_at	AW361634	235633_at								Hs.271165								
235634_at	BE503391	1452029_a_at	ENSG00000172733		7019507		NM_013357			Hs.278953	29942		Q8TE64					
235635_at	N50119	235635_at								Hs.47026								
235636_at	H97628	235636_at								Hs.39297								
235637_s_at	H97628	235637_s_at								Hs.39297								
235638_at	AI167789	235638_at								Hs.18861								
235639_at	AL137939	235639_at								Hs.40096								
235640_at	AI763196	235640_at								Hs.154366								
235641_at	AW016372	235641_at								Hs.144030								
235642_at	AV694854	235642_at								Hs.110028								
235643_at	BE886225	235643_at			22050109		NM_152703			Hs.319825	219285		Q8N875					
235644_at	BF213953	235644_at			21450665		NM_144978			Hs.102869	165055		Q96M89					
235645_at	AW501507	235645_at	ENSG00000141446							Hs.290931	114799		Q8N3Z5					
235646_at	BF515595	235646_at								Hs.114779								
235647_at	AI298279	235647_at								Hs.293411								
235648_at	AA742659	235648_at			22749239		NM_152603	zf-C2H2		Hs.145473	163081		Q8N184					
235649_at	AW207389	235649_at	ENSG00000134917	PR00873	21536392		NM_007037	tsp_1	605175	Hs.271605	11095	IPR001590	Q9UP79					
235650_at	AL538683	235650_at			22749469		NM_152750			Hs.12496	222256	IPR002126	Q8TCI7					
235651_at	AV741130	235651_at								Hs.173704								
235652_at	AI431345	235652_at								Hs.161784								
235653_s_at	BF685315	235653_s_at			21389507		NM_144721			Hs.143692	152815		Q8TBB0					
235654_at	BE673711	235654_at								Hs.135239								
235655_at	AI435514	235655_at								Hs.53997								
235656_s_at	AI435514	235656_s_at								Hs.53997								
235657_at	BF061389	235657_at								Hs.14204								
235658_at	AW058580	235658_at								Hs.151444								
235659_at	AI742077	235659_at								Hs.164303								
235660_at	AW970002	X12355_s_at	ENSG00000167004	IPB000063	23271997	d2trxa_	NM_005313	thiored	602046	Hs.13751	2923	IPR005792	P30101		5.3.4.1			
235661_at	T99553	235661_at								Hs.30627								
235662_at	AI125867	235662_at								Hs.279482								
235663_at	AI313160	235663_at								Hs.128848								
235664_at	AI393695	235664_at								Hs.22137								
235665_at	AW298601	235665_at								Hs.404253								
235666_at	AA903473	235666_at								Hs.153717								
235667_at	AW134666	235667_at								Hs.97989								
235668_at	AW977527	U08185_s_at		PR00609	4557363		NM_001198	zf-C2H2	603423	Hs.158303	639	IPR001993	O75626					
235669_at	BF000693	235669_at								Hs.248746								
235670_at	AI916948	235670_at								Hs.28788								
235671_at	AW575926	235671_at								Hs.255780								
235672_at	AI815825	X93495cds_at	ENSG00000171533							Hs.118598	85299		Q96JE9					
235673_at	AI436217	99041_at			21536365		NM_005680		604904	Hs.121044	9014	IPR000345	Q15574					
235674_at	AW575183	235674_at								Hs.72472								
235675_at	AW104373	235675_at								Hs.374329								
235676_at	BF055352	235676_at								Hs.45107								
235677_at	BE857570	93488_at	ENSG00000167720	IPB001926	7305521	d1tdj_1	NM_021947	PALP	606477	Hs.27335	63826	IPR000634	AAK58495		4.2.1.16			
235678_at	AI864053	235678_at								Hs.39972								
235679_at	AI598222	235679_at								Hs.159153			Q9H389					
235680_at	AI914925	235680_at								Hs.222240								
235681_at	BE894882	235681_at								Hs.140237								
235682_s_at	BF306676	1434927_at	ENSG00000173641	PR01449	7657202		NM_014424	HSP20		Hs.56874	27129	IPR002068	AAH06319					
235683_at	BF685808	235683_at			20141774		NM_144665			Hs.350558	143686		SES3_MOUSE					
235684_s_at	BF685808	235684_s_at											SES3_MOUSE					
235685_at	BF116042	114569_at	ENSG00000110066	IPB001214	7019875		NM_017635	SET		Hs.343877	51111	IPR001214	Q96E44					
235686_at	BF108661	235686_at			20847293		NM_152382			Hs.295850	129450		Q8N1R2					
235687_at	AA908777	235687_at								Hs.50158								
235688_s_at	AI992283	235688_s_at	ENSG00000076604	IPB002867	22027624	d1czya1	NM_145751	zf-TRAF	602464	Hs.8375	9618	IPR003007	Q14848					
235689_at	AL563572	235689_at			6225374	d1fmta2	NM_139242	formyl_transf		Hs.54627	123263	IPR005794	Q96DP5		3.5.1.10			
235690_at	AA872562	235690_at	ENSG00000170328							Hs.156939	84622	IPR000822	Q96JF6					
235691_at	AW269338	235691_at								Hs.297988								
235692_at	AW024527	rc_AI043631_s_at	ENSG00000155096	IPB000183	21361583	d7odca2	NM_148174	Orn_DAP_Arg_deC		Hs.223014	51582	IPR000183	Q96D20		4.1.1.17			
235693_at	D81004	235693_at								Hs.352340								
235694_at	N49233	235694_at								Hs.46914			Q96BE3					
235695_at	AI051236	235695_at								Hs.379860								
235696_at	AI862542	235696_at								Hs.18514			Q8NE81					
235697_at	BF062156	235697_at								Hs.159266								
235698_at	AA771779	92934_at	ENSG00000172708							Hs.5621	146198	IPR000822	Q8TF47					
235699_at	H19232	235699_at								Hs.127265			Q8N8R8					
235700_at	AI581344	235700_at			22057801		NM_152582			Hs.127812	158852		Q8NHU0					
235701_at	AW592510	235701_at			13375680		NM_024530			Hs.5890	79579		Q9H5M2					
235702_at	AA507442	235702_at								Hs.238936								
235703_at	AL569658	235703_at								Hs.18566								
235704_at	AI307251	235704_at								Hs.103280								
235705_at	BF676361	235705_at								Hs.16798		IPR001230	Q96DT3					
235706_at	AW663908	1429413_at		IPB000834	87037	d1h8la2	NM_001874	Zn_carbOpept	114860	Hs.334873	1368	IPR000834	P14384		3.4.19.11			
235707_at	AW994270	235707_at								Hs.43818								
235708_at	AI677905	235708_at								Hs.90756								
235709_at	H37811	235709_at								Hs.20575								
235710_at	AA564740	165938_r_at	ENSG00000141252		21361728		NM_018289	Vps53_N		Hs.149797	55275		Q9BRR2					
235711_at	AA495775	235711_at								Hs.231913								
235712_at	AA020818	235712_at								Hs.19340								
235713_at	BF242537	235713_at	ENSG00000137760		20270315		NM_138775	rrm		Hs.91559	91801	IPR001014	Q96BT7					
235714_at	AA203132	1424454_at	ENSG00000103978		22760594		NM_015497			Hs.16492	25963		Q9BS46					
235715_at	AA020827	235715_at								Hs.64968								
235716_at	AW157450	235716_at								Hs.194258			Q9H5R3					
235717_at	AA180985	235717_at								Hs.285574			Q8NB52					
235718_at	BF055359	235718_at								Hs.96844								
235719_at	BE326857	235719_at								Hs.127317								
235720_at	AI042209	235720_at								Hs.258905								
235721_at	N62126	235721_at								Hs.32374			Q8NAU6					
235722_at	AI671431	235722_at								Hs.191264								
235723_at	AA843242	235723_at								Hs.48523								
235724_at	AW513684	235724_at			24659677	d1lci__	NM_032501	AMP-binding		Hs.7218	84532	IPR000873	Q9H7Q4		6.3.2.20			
235725_at	AW055351	235725_at								Hs.298320								
235726_at	AI830416	rc_AI009192_at	ENSG00000154575	IPB000822	22859187		NM_023929	zf-C2H2		Hs.237146	65986	IPR000822	Q9H9H3					
235727_at	AI219490	235727_at								Hs.391831			Q9CR40					
235728_at	AA845646	235728_at			20346321		NM_153018	zf-C2H2		Hs.48832	124961	IPR000822	Q96NJ6					
235729_at	T93113	235729_at		IPB001275	14249456		NM_032788	zf-C2H2		Hs.274414	84874	IPR000822	Q96K75					
235730_at	AA830545	235730_at								Hs.120638			Q9CV34					
235731_at	BE254644	235731_at			7706097		NM_016564			Hs.22140	51286	IPR002965	Q9NYM6					
235732_at	AI246673	235732_at								Hs.141693								
235733_at	AW043921	235733_at								Hs.130526								
235734_at	BF940735	235734_at								Hs.173281								
235735_at	AI936516	235735_at								Hs.101370								
235736_at	BF000047	235736_at								Hs.178144								
235737_at	AW118681	235737_at	ENSG00000145777		20143927		NM_138551		607003	Hs.128051	85480		Q969D9					
235738_at	AW337166	235738_at								Hs.43018								
235739_at	AA523939	235739_at								Hs.165258								
235740_at	BG250585	235740_at								Hs.151489								
235741_at	AA457033	rc_AI228674_s_at	ENSG00000154650	IPB002130	12804335	d2cpl__	NM_021130	pro_isomerase	123840	Hs.401787	5478	IPR002130	P05092		5.2.1.8			
235742_at	AI436197	235742_at								Hs.153699								
235743_at	AA808178	235743_at								Hs.159556								
235744_at	BG252924	235744_at			24655293		NM_139283			Hs.13854	160760		Q8NI37					
235745_at	AV704183	235745_at			6649857		NM_152461			Hs.129166	146774		Q96DP7					
235746_s_at	BE048919	D30779_s_at	ENSG00000153246	PR01504	19923389	d1g1ta1	NM_007366	lectin_c	604939	Hs.171945	22925	IPR000772	Q13018					
235747_at	AI305170	235747_at								Hs.140996								
235748_s_at	AW969382	235748_s_at								Hs.105094								
235749_at	AI057619	235749_at	ENSG00000102595		11386201	d1ga8a_	NM_020121	Glyco_transf_8	605898	Hs.22983	55757	IPR000886	Q9NV86		2.4.1.58			
235750_at	AA130054	235750_at								Hs.126932								
235751_s_at	AA977975	235751_s_at								Hs.122561			AAH38467					
235752_at	AV691356	235752_at								Hs.131041								
235753_at	AI492051	235753_at		IPB003106	3915721	d1b8ia_	NM_006896	homeobox	142950	Hs.196169	3204	IPR001356	P31268					
235754_at	AA088873	y12650_s_at	ENSG00000010704	IPB003006	21040357	d1de4a2	NM_139005	ig	235200	Hs.20019	3077	IPR003600	Q9HC71					
235755_at	AI191297	235755_at	ENSG00000175478							Hs.124115	27320	IPR002965	O15417					
235756_at	AW802645	235756_at								Hs.110156								
235757_at	AA814006	235757_at								Hs.110293								
235758_at	BF508272	235758_at	ENSG00000172598		12053257		NM_032882			Hs.11849	84968		Q96A40					
235759_at	AI095542	235759_at			24308279		NM_022351	efhand		Hs.302754	64168		Q8N987					
235760_at	AI421972	235760_at								Hs.98802								
235761_at	BG111808	235761_at								Hs.167167								
235762_at	AI458566	235762_at								Hs.91582								
235763_at	AA001450	235763_at								Hs.57471								
235764_at	AA029888	235764_at								Hs.379327								
235765_at	AI742932	235765_at								Hs.296039								
235766_x_at	AA743462	235766_x_at								Hs.432533								
235767_x_at	AI338514	235767_x_at								Hs.58595			Q8WUD5					
235768_at	AW341531	235768_at			22749147	d1shfa_	NM_152550	zf-C3HC4		Hs.144658	153769	IPR001452	Q96LP8					
235769_at	AW242829	235769_at								Hs.144094			ZF14_MOUSE					
235770_at	AI023911	235770_at								Hs.89983								
235771_at	BF594722	235771_at								Hs.122147								
235772_at	AI076941	235772_at								Hs.122493								
235773_at	AW029293	235773_at								Hs.127988								
235774_at	AV699047	235774_at								Hs.94946								
235775_at	AI765006	235775_at			22749211	d1fcha_	NM_152588	TPR		Hs.396456	160335		Q8N2K8		1.14.11.16			
235776_x_at	BF591554	235776_x_at								Hs.127345								
235777_at	AI985590	235777_at								Hs.433808								
235778_s_at	AI985590	235778_s_at								Hs.433808								
235779_at	AW467077	235779_at								Hs.289014			Q8N2C2					
235780_at	BE622723	X61434_s_at		IPB000494	4506057	d1apme_	NM_002731	pkinase	176892	Hs.87773	5567	IPR000719	Q96B09		2.7.1.38	cAPKb		
235781_at	AA448208	235781_at								Hs.99163								
235782_at	BF432875	235782_at								Hs.127341								
235783_at	BG107419	235783_at								Hs.351649								
235784_at	N32155	235784_at								Hs.143805								
235785_at	AA071343	235785_at								Hs.97179								
235786_at	AI806781	235786_at								Hs.19173								
235787_at	T65394	235787_at								Hs.12815								
235788_at	AW270655	235788_at								Hs.193804								
235789_at	AW450344	235789_at	ENSG00000127663							Hs.301011	23030	IPR003347	Q9UF40					
235790_at	BG478062	235790_at	ENSG00000150527		5174561		NM_005930		602132	Hs.117242	4253		Q96N90				Q27480	
235791_x_at	AU155298	101459_at	ENSG00000153922	IPB002464	6680928		NM_001270	helicase_C	602118	Hs.22670	1105	IPR001650	O14646					
235792_x_at	AU154663	235792_x_at								Hs.336446			Q9NR08					
235793_at	W02209	235793_at								Hs.55254								
235794_at	AA776626	235794_at		IPB001359	5729931		NM_006501		600948	Hs.169309	4336		Q8TBJ1					
235795_at	AW088232	92271_at	ENSG00000007372	IPB000327	86839	d6paxa1	NM_001604	homeobox	607108	Hs.89506	5080	IPR001356	P26367					
235796_at	AI927957	1422702_at	ENSG00000155096	IPB000183	21361583	d7odca2	NM_148174	Orn_DAP_Arg_deC		Hs.223014	51582	IPR002433	Q96D20		4.1.1.17			
235797_x_at	AW290991	235797_x_at			21389537	d1emo_1	NM_144655	EGF		Hs.32194	138620	IPR001261	Q8TCI8					
235798_at	BE671123	235798_at								Hs.34650								
235799_at	AW168886	235799_at								Hs.25027								
235800_at	AI970972	235800_at								Hs.25545								
235801_at	AI760262	235801_at	ENSG00000104723				NM_006765		601385	Hs.71119	7991	IPR000063	Q96FW0					
235802_at	BE676703	235802_at	ENSG00000166428	IPB001736	7242181	d1byra_	NM_138790	PLDc		Hs.136896	122618	IPR001736	Q96BZ4		3.1.4.4			
235803_at	AA843122	235803_at								Hs.198037	26030	IPR001844	Q9BT82					
235804_at	T86613	235804_at								Hs.16228								
235805_at	AA706922	235805_at								Hs.189998								
235806_at	AI660186	AA175706_s_at			21264337	d2ngrb_	NM_022481	SAM	606647	Hs.25277	64411	IPR001660	Q9H7C1					
235807_at	AA668782	235807_at								Hs.191284								
235808_at	AI628364	235808_at								Hs.291564								
235809_at	BF678497	235809_at								Hs.96952								
235810_at	AI225224	235810_at								Hs.189690								
235811_at	AW590853	235811_at								Hs.156933								
235812_at	AI935115	235812_at			22477208		NM_153261			Hs.138563	255919		Q8NE06					
235813_at	BF526066	235813_at								Hs.399921								
235814_at	AI620912	235814_at								Hs.149858								
235815_at	BE222470	235815_at								Hs.150825			Q9P254					
235816_s_at	AI867408	235816_s_at			23957680	d1bkds_	NM_153615	RasGEF		Hs.148656	266747		AAM51551					
235817_at	AA890722	168067_i_at			22749383		NM_152689	DUF300		Hs.126067	202915	IPR005178	Q8TBQ6					
235818_at	AI498747	235818_at								Hs.30627								
235819_at	AI291128	235819_at								Hs.112574			Q96IG1					
235820_at	AW016336	235820_at								Hs.129004								
235821_at	AI917494	235821_at								Hs.9812								
235822_at	AW273049	235822_at								Hs.148468								
235823_at	AI763000	235823_at								Hs.49892			Q8NF71					
235824_at	BF238392	235824_at								Hs.317679								
235825_at	AI057238	235825_at								Hs.133542								
235826_at	AI693281	235826_at								Hs.427107								
235827_at	AW592369	235827_at	ENSG00000100324	IPB000222	5174703		NM_006116	PP2C	602615	Hs.31472	10454	IPR001932	Q15750					
235828_at	BG470676	235828_at			20380177		NM_138492			Hs.164989	153768		Q96EQ3					
235829_at	AW003893	235829_at								Hs.153355								
235830_at	AI797043	235830_at								Hs.98931								
235831_at	AI590238	235831_at								Hs.6591								
235832_at	BF509028	235832_at								Hs.134013			Q9ERQ7					
235833_at	BF111128	235833_at								Hs.202558								
235834_at	BF063186	235834_at								Hs.354805								
235835_at	AI884677	235835_at								Hs.65307								
235836_at	N51413	235836_at								Hs.429295								
235837_at	AA813998	235837_at								Hs.47232								
235838_at	BF058856	235838_at								Hs.380702			Q8NFZ4					
235839_at	AI628657	235839_at								Hs.133159								
235840_at	AW193603	235840_at			21389393	d1jrma_	NM_144597	DUF167		Hs.380930	123207		Q8WUP6					
235841_at	AI190306	235841_at								Hs.128439								
235842_at	AA521154	235842_at								Hs.105500								
235843_at	BF448158	235843_at								Hs.119898								
235844_at	AW517261	94406_at	ENSG00000116793		5729976		NM_006608		604950	Hs.123637	10745	IPR001092	Q9UMS5					
235845_at	AI380207	235845_at								Hs.125276								
235846_at	AI208616	235846_at								Hs.131986								
235847_at	BF111312	235847_at								Hs.136252								
235848_x_at	N35250	235848_x_at								Hs.53031								
235849_at	BE787752	235849_at								Hs.146246								
235850_at	BF434228	235850_at								Hs.179515								
235851_s_at	AI809912	rc_AI237836_g_at	ENSG00000087460	IPB000251	11177876	d1cipa2	NM_000516	G-alpha	139320	Hs.374523	2778	IPR001019	P04895					
235852_at	BE379761	235852_at								Hs.14248								
235853_at	BF115954	235853_at								Hs.288954			Q8NDZ4					
235854_x_at	AA167669	160746_at	ENSG00000067900	IPB002219	4885583	d1cdka_	NM_005406	pkinase	601702	Hs.17820	6093	IPR002290	Q9H378		2.7.1.38	DM	Q27480	
